,Annee modele,Marque,Modele,Categorie de vehicule,Cylindree (L),Cylindres,Transmission,Type de carburant,Ville (L/100 km),Route (L/100 km),Combinee (L/100 km),Combinee (mi/gal),Emissions de CO2 (g/km),Indice de CO2,Indice de smog
17470,2014,Lincoln,MKX AWD,Véhicule utilitaire sport : petit,3.7,6,AS6,X,13.7,10.4,12.2,23,281,s.o.,s.o.
17471,2014,Lincoln,MKZ,Intermédiaire,2.0,4,AS6,X,10.5,7.1,9.0,31,207,s.o.,s.o.
17472,2014,Lincoln,MKZ AWD,Intermédiaire,3.7,6,AS6,X,13.1,9.3,11.4,25,262,s.o.,s.o.
17473,2014,Lincoln,MKZ Hybrid,Intermédiaire,2.0,4,AV,X,6.2,6.4,6.3,45,145,s.o.,s.o.
17474,2014,Lincoln,Navigator 4X4 FFV,Véhicule utilitaire sport : ordinaire,5.4,8,A6,X,18.2,13.3,16.0,18,368,s.o.,s.o.
17475,2014,Lincoln,Navigator 4X4 FFV,Véhicule utilitaire sport : ordinaire,5.4,8,A6,E,24.5,18.0,21.6,13,346,s.o.,s.o.
17476,2014,Maserati,Ghibli,Intermédiaire,3.0,6,AS8,Z,15.2,9.6,12.7,22,292,s.o.,s.o.
17477,2014,Maserati,Ghibli AWD,Intermédiaire,3.0,6,AS8,Z,15.2,9.6,12.7,22,292,s.o.,s.o.
17478,2014,Maserati,GranTurismo,Sous-compacte,4.7,8,AS6,Z,18.2,11.4,15.1,19,347,s.o.,s.o.
17479,2014,Maserati,GranTurismo Convertible,Sous-compacte,4.7,8,AS6,Z,18.2,11.7,15.3,18,352,s.o.,s.o.
17480,2014,Maserati,Quattroporte SQ4,Grande berline,3.0,6,AS8,Z,15.9,9.7,13.1,22,301,s.o.,s.o.
17481,2014,Maserati,Quattroporte GTS,Grande berline,3.8,8,AS8,Z,17.6,10.7,14.5,19,334,s.o.,s.o.
17482,2014,Mazda,CX-5,Véhicule utilitaire sport : petit,2.0,4,AS6,X,8.9,7.3,8.2,34,189,s.o.,s.o.
17483,2014,Mazda,CX-5,Véhicule utilitaire sport : petit,2.0,4,M6,X,9.0,6.8,8.0,35,184,s.o.,s.o.
17484,2014,Mazda,CX-5,Véhicule utilitaire sport : petit,2.5,4,AS6,X,9.6,7.4,8.6,33,198,s.o.,s.o.
17485,2014,Mazda,CX-5 4WD,Véhicule utilitaire sport : petit,2.0,4,AS6,X,9.3,7.6,8.5,33,196,s.o.,s.o.
17486,2014,Mazda,CX-5 4WD,Véhicule utilitaire sport : petit,2.5,4,AS6,X,9.8,7.9,8.9,32,205,s.o.,s.o.
17487,2014,Mazda,CX-9,Véhicule utilitaire sport : petit,3.7,6,AS6,X,14.2,10.0,12.3,23,283,s.o.,s.o.
17488,2014,Mazda,CX-9 4WD,Véhicule utilitaire sport : petit,3.7,6,AS6,X,14.3,10.6,12.6,22,290,s.o.,s.o.
17489,2014,Mazda,Mazda2,Compacte,1.5,4,A4,X,8.4,6.9,7.7,37,177,s.o.,s.o.
17490,2014,Mazda,Mazda2,Compacte,1.5,4,M5,X,8.0,6.7,7.4,38,170,s.o.,s.o.
17491,2014,Mazda,Mazda3 4-Door,Compacte,2.0,4,AS6,X,7.9,5.7,6.9,41,159,s.o.,s.o.
17492,2014,Mazda,Mazda3 4-Door,Compacte,2.0,4,M6,X,8.0,5.8,7.0,40,161,s.o.,s.o.
17493,2014,Mazda,Mazda3 4-Door (SIL),Compacte,2.0,4,M6,X,8.0,5.8,7.0,40,161,s.o.,s.o.
17494,2014,Mazda,Mazda3 4-Door,Compacte,2.5,4,AS6,X,8.4,6.1,7.4,38,170,s.o.,s.o.
17495,2014,Mazda,Mazda3 4-Door (i-ELOOP),Compacte,2.5,4,AS6,X,8.3,6.1,7.3,39,168,s.o.,s.o.
17496,2014,Mazda,Mazda3 5-Door,Intermédiaire,2.0,4,AS6,X,8.0,5.9,7.1,40,163,s.o.,s.o.
17497,2014,Mazda,Mazda3 5-Door,Intermédiaire,2.0,4,M6,X,8.2,5.9,7.2,39,166,s.o.,s.o.
17498,2014,Mazda,Mazda3 5-Door (SIL),Intermédiaire,2.0,4,M6,X,8.2,5.9,7.2,39,166,s.o.,s.o.
17499,2014,Mazda,Mazda3 5-Door,Intermédiaire,2.5,4,AS6,X,8.7,6.5,7.7,37,177,s.o.,s.o.
17500,2014,Mazda,Mazda3 5-Door (i-ELOOP),Intermédiaire,2.5,4,AS6,X,8.2,6.1,7.3,39,168,s.o.,s.o.
17501,2014,Mazda,Mazda5,Fourgonnette,2.5,4,AS5,X,10.8,8.4,9.7,29,223,s.o.,s.o.
17502,2014,Mazda,Mazda5,Fourgonnette,2.5,4,M6,X,11.1,8.3,9.8,29,225,s.o.,s.o.
17503,2014,Mazda,Mazda6,Intermédiaire,2.5,4,AS6,X,8.8,6.2,7.6,37,175,s.o.,s.o.
17504,2014,Mazda,Mazda6 (i-ELOOP),Intermédiaire,2.5,4,AS6,X,8.4,5.9,7.3,39,168,s.o.,s.o.
17505,2014,Mazda,Mazda6,Intermédiaire,2.5,4,M6,X,9.4,6.4,8.1,35,186,s.o.,s.o.
17506,2014,Mazda,MX-5,Deux places,2.0,4,AS6,Z,11.5,8.5,10.2,28,235,s.o.,s.o.
17507,2014,Mazda,MX-5,Deux places,2.0,4,M5,Z,10.5,8.5,9.6,29,221,s.o.,s.o.
17508,2014,Mazda,MX-5,Deux places,2.0,4,M6,Z,11.1,8.4,9.9,29,228,s.o.,s.o.
17509,2014,Mercedes-Benz,B 250,Familiale : petite,2.0,4,AS7,Z,9.2,6.6,8.0,35,184,s.o.,s.o.
17510,2014,Mercedes-Benz,C 250,Compacte,1.8,4,AS7,Z,10.9,7.5,9.4,30,216,s.o.,s.o.
17511,2014,Mercedes-Benz,C 250 Coupe,Sous-compacte,1.8,4,AS7,Z,11.0,7.4,9.4,30,216,s.o.,s.o.
17512,2014,Mercedes-Benz,C 300 4MATIC FFV,Compacte,3.5,6,AS7,Z,12.2,8.5,10.5,27,242,s.o.,s.o.
17513,2014,Mercedes-Benz,C 300 4MATIC FFV,Compacte,3.5,6,AS7,E,16.4,11.1,14.0,20,224,s.o.,s.o.
17514,2014,Mercedes-Benz,C 350,Compacte,3.5,6,AS7,Z,12.0,8.6,10.5,27,242,s.o.,s.o.
17515,2014,Mercedes-Benz,C 350 4MATIC,Compacte,3.5,6,AS7,Z,11.9,8.6,10.4,27,239,s.o.,s.o.
17516,2014,Mercedes-Benz,C 350 Coupe,Sous-compacte,3.5,6,AS7,Z,12.1,8.6,10.5,27,242,s.o.,s.o.
17517,2014,Mercedes-Benz,C 350 4MATIC Coupe,Sous-compacte,3.5,6,AS7,Z,12.1,8.7,10.6,27,244,s.o.,s.o.
17518,2014,Mercedes-Benz,C 63 AMG,Compacte,6.2,8,AS7,Z,17.7,11.9,15.1,19,347,s.o.,s.o.
17519,2014,Mercedes-Benz,C 63 AMG Coupe,Sous-compacte,6.2,8,AS7,Z,17.9,12.2,15.3,18,352,s.o.,s.o.
17520,2014,Mercedes-Benz,CL 550 4MATIC,Compacte,4.7,8,AS7,Z,15.4,10.4,13.2,21,304,s.o.,s.o.
17521,2014,Mercedes-Benz,CL 63 AMG,Compacte,5.5,8,AS7,Z,15.4,11.0,13.4,21,308,s.o.,s.o.
17522,2014,Mercedes-Benz,CLA 250,Compacte,2.0,4,AS7,Z,9.1,6.2,7.8,36,179,s.o.,s.o.
17523,2014,Mercedes-Benz,CLA 45 AMG 4MATIC,Compacte,2.0,4,AS7,Z,10.3,7.8,9.2,31,212,s.o.,s.o.
17524,2014,Mercedes-Benz,CLS 550 4MATIC,Compacte,4.7,8,AS7,Z,13.3,9.4,11.5,25,264,s.o.,s.o.
17525,2014,Mercedes-Benz,CLS 63 AMG 4MATIC,Compacte,5.5,8,AS7,Z,15.1,10.7,13.1,22,301,s.o.,s.o.
17526,2014,Mercedes-Benz,CLS 63 AMG S 4MATIC,Compacte,5.5,8,AS7,Z,15.1,10.7,13.1,22,301,s.o.,s.o.
17527,2014,Mercedes-Benz,E 250 BlueTec 4MATIC,Intermédiaire,2.1,4,AS7,D,8.5,5.7,7.2,39,194,s.o.,s.o.
17528,2014,Mercedes-Benz,E 300 4MATIC,Intermédiaire,3.5,6,AS7,Z,11.8,8.2,10.2,28,235,s.o.,s.o.
17529,2014,Mercedes-Benz,E 350 4MATIC,Intermédiaire,3.5,6,AS7,Z,11.6,8.1,10.0,28,230,s.o.,s.o.
17530,2014,Mercedes-Benz,E 350 Cabriolet,Sous-compacte,3.5,6,AS7,Z,12.0,8.5,10.4,27,239,s.o.,s.o.
17531,2014,Mercedes-Benz,E 350 Coupe,Sous-compacte,3.5,6,AS7,Z,11.9,8.2,10.2,28,235,s.o.,s.o.
17532,2014,Mercedes-Benz,E 350 4MATIC Coupe,Sous-compacte,3.5,6,AS7,Z,11.9,8.5,10.4,27,239,s.o.,s.o.
17533,2014,Mercedes-Benz,E 350 4MATIC Wagon,Familiale : intermédiaire,3.5,6,AS7,Z,12.1,8.6,10.5,27,242,s.o.,s.o.
17534,2014,Mercedes-Benz,E 400 Hybrid,Intermédiaire,3.5,6,AS7,Z,9.6,7.9,8.8,32,202,s.o.,s.o.
17535,2014,Mercedes-Benz,E 550 4MATIC,Intermédiaire,4.7,8,AS7,Z,13.6,9.1,11.6,24,267,s.o.,s.o.
17536,2014,Mercedes-Benz,E 550 Cabriolet,Sous-compacte,4.7,8,AS7,Z,13.7,9.3,11.7,24,269,s.o.,s.o.
17537,2014,Mercedes-Benz,E 550 Coupe,Sous-compacte,4.7,8,AS7,Z,13.4,8.9,11.4,25,262,s.o.,s.o.
17538,2014,Mercedes-Benz,E 63 AMG 4MATIC,Intermédiaire,5.5,8,AS7,Z,15.0,10.3,12.9,22,297,s.o.,s.o.
17539,2014,Mercedes-Benz,E 63 AMG 4MATIC Wagon,Familiale : intermédiaire,5.5,8,AS7,Z,15.5,11.0,13.5,21,310,s.o.,s.o.
17540,2014,Mercedes-Benz,E 63 AMG S 4MATIC,Intermédiaire,5.5,8,AS7,Z,15.0,10.3,12.9,22,297,s.o.,s.o.
17541,2014,Mercedes-Benz,E 63 AMG S 4MATIC Wagon,Familiale : intermédiaire,5.5,8,AS7,Z,15.5,11.0,13.5,21,310,s.o.,s.o.
17542,2014,Mercedes-Benz,G 550,Véhicule utilitaire sport : ordinaire,5.5,8,AS7,Z,20.0,15.9,18.2,16,419,s.o.,s.o.
17543,2014,Mercedes-Benz,G 63 AMG,Véhicule utilitaire sport : ordinaire,5.5,8,AS7,Z,19.4,15.7,17.7,16,407,s.o.,s.o.
17544,2014,Mercedes-Benz,GL 350 BlueTec 4MATIC,Véhicule utilitaire sport : ordinaire,3.0,6,AS7,D,13.4,10.2,12.0,24,324,s.o.,s.o.
17545,2014,Mercedes-Benz,GL 450 4MATIC,Véhicule utilitaire sport : ordinaire,4.7,8,AS7,Z,17.1,12.8,15.2,19,350,s.o.,s.o.
17546,2014,Mercedes-Benz,GL 550 4MATIC,Véhicule utilitaire sport : ordinaire,4.7,8,AS7,Z,17.6,13.1,15.6,18,359,s.o.,s.o.
17547,2014,Mercedes-Benz,GL 63 AMG,Véhicule utilitaire sport : ordinaire,5.5,8,AS7,Z,17.7,13.4,15.8,18,363,s.o.,s.o.
17548,2014,Mercedes-Benz,GLK 250 BlueTec 4MATIC,Véhicule utilitaire sport : petit,2.1,4,AS7,D,9.6,7.1,8.5,33,230,s.o.,s.o.
17549,2014,Mercedes-Benz,GLK 350 4MATIC,Véhicule utilitaire sport : petit,3.5,6,AS7,Z,12.6,9.6,11.3,25,260,s.o.,s.o.
17550,2014,Mercedes-Benz,ML 350 BlueTec 4MATIC,Véhicule utilitaire sport : ordinaire,3.0,6,AS7,D,11.8,8.5,10.3,27,278,s.o.,s.o.
17551,2014,Mercedes-Benz,ML 350 4MATIC FFV,Véhicule utilitaire sport : ordinaire,3.5,6,AS7,Z,13.4,10.5,12.1,23,278,s.o.,s.o.
17552,2014,Mercedes-Benz,ML 350 4MATIC FFV,Véhicule utilitaire sport : ordinaire,3.5,6,AS7,E,17.8,13.8,16.0,18,256,s.o.,s.o.
17553,2014,Mercedes-Benz,ML 550 4MATIC,Véhicule utilitaire sport : ordinaire,4.7,8,AS7,Z,16.2,11.8,14.2,20,327,s.o.,s.o.
17554,2014,Mercedes-Benz,ML 63 AMG 4MATIC,Véhicule utilitaire sport : ordinaire,5.5,8,AS7,Z,17.2,13.5,15.5,18,356,s.o.,s.o.
17555,2014,Mercedes-Benz,S 550 4MATIC SWB,Grande berline,4.7,8,AS7,Z,14.2,9.4,12.0,24,276,s.o.,s.o.
17556,2014,Mercedes-Benz,S 550 4MATIC LWB,Grande berline,4.7,8,AS7,Z,14.3,9.5,12.1,23,278,s.o.,s.o.
17557,2014,Mercedes-Benz,S 63 AMG 4MATIC,Grande berline,5.5,8,AS7,Z,15.6,10.3,13.2,21,304,s.o.,s.o.
17558,2014,Mercedes-Benz,SL 550,Deux places,4.7,8,AS7,Z,13.4,9.6,11.7,24,269,s.o.,s.o.
17559,2014,Mercedes-Benz,SL 63 AMG,Deux places,5.5,8,AS7,Z,14.8,10.2,12.7,22,292,s.o.,s.o.
17560,2014,Mercedes-Benz,SL 65 AMG,Deux places,6.0,8,AS7,Z,16.7,11.2,14.2,20,327,s.o.,s.o.
17561,2014,Mercedes-Benz,SLK 250,Deux places,1.8,4,AS7,Z,10.3,7.2,8.9,32,205,s.o.,s.o.
17562,2014,Mercedes-Benz,SLK 250,Deux places,1.8,4,M6,Z,10.4,7.3,9.0,31,207,s.o.,s.o.
17563,2014,Mercedes-Benz,SLK 350,Deux places,3.5,6,AS7,Z,11.1,8.1,9.8,29,225,s.o.,s.o.
17564,2014,Mercedes-Benz,SLK 55 AMG,Deux places,5.5,8,AS7,Z,12.3,8.7,10.7,26,246,s.o.,s.o.
17565,2014,Mercedes-Benz,SLS AMG Black Series Coupe,Deux places,6.2,8,AS7,Z,18.7,13.9,16.5,17,380,s.o.,s.o.
17566,2014,Mercedes-Benz,SLS AMG GT Coupe,Deux places,6.2,8,AS7,Z,18.2,12.6,15.7,18,361,s.o.,s.o.
17567,2014,Mercedes-Benz,SLS AMG Roadster,Deux places,6.2,8,AS7,Z,18.2,12.6,15.7,18,361,s.o.,s.o.
17568,2014,MINI,Cooper Clubman,Sous-compacte,1.6,4,A6,Z,8.7,6.6,7.8,36,179,s.o.,s.o.
17569,2014,MINI,Cooper Clubman,Sous-compacte,1.6,4,M6,Z,8.6,6.8,7.8,36,179,s.o.,s.o.
17570,2014,MINI,Cooper Convertible,Minicompacte,1.6,4,A6,Z,8.7,6.6,7.8,36,179,s.o.,s.o.
17571,2014,MINI,Cooper Convertible,Minicompacte,1.6,4,M6,Z,8.6,6.8,7.8,36,179,s.o.,s.o.
17572,2014,MINI,Cooper Countryman,Compacte,1.6,4,A6,Z,9.4,7.9,8.7,32,200,s.o.,s.o.
17573,2014,MINI,Cooper Countryman,Compacte,1.6,4,M6,Z,8.6,6.8,7.8,36,179,s.o.,s.o.
17574,2014,MINI,Cooper Coupe,Deux places,1.6,4,A6,Z,8.5,6.6,7.6,37,175,s.o.,s.o.
17575,2014,MINI,Cooper Coupe,Deux places,1.6,4,M6,Z,8.0,6.4,7.3,39,168,s.o.,s.o.
17576,2014,MINI,Cooper Paceman,Compacte,1.6,4,A6,Z,9.4,7.9,8.7,32,200,s.o.,s.o.
17577,2014,MINI,Cooper Paceman,Compacte,1.6,4,M6,Z,8.6,6.8,7.8,36,179,s.o.,s.o.
17578,2014,MINI,Cooper Roadster,Deux places,1.6,4,A6,Z,8.7,6.6,7.8,36,179,s.o.,s.o.
17579,2014,MINI,Cooper Roadster,Deux places,1.6,4,M6,Z,8.6,6.8,7.8,36,179,s.o.,s.o.
17580,2014,MINI,Cooper S Clubman,Sous-compacte,1.6,4,A6,Z,9.3,7.0,8.3,34,191,s.o.,s.o.
17581,2014,MINI,Cooper S Clubman,Sous-compacte,1.6,4,M6,Z,9.1,6.7,8.0,35,184,s.o.,s.o.
17582,2014,MINI,Cooper S Convertible,Minicompacte,1.6,4,A6,Z,9.3,7.0,8.3,34,191,s.o.,s.o.
17583,2014,MINI,Cooper S Convertible,Minicompacte,1.6,4,M6,Z,9.1,6.7,8.0,35,184,s.o.,s.o.
17584,2014,MINI,Cooper S Countryman ALL4,Compacte,1.6,4,A6,Z,10.0,7.8,9.0,31,207,s.o.,s.o.
17585,2014,MINI,Cooper S Countryman ALL4,Compacte,1.6,4,M6,Z,9.3,7.5,8.5,33,196,s.o.,s.o.
17586,2014,MINI,Cooper S Coupe,Deux places,1.6,4,A6,Z,9.3,7.0,8.3,34,191,s.o.,s.o.
17587,2014,MINI,Cooper S Coupe,Deux places,1.6,4,M6,Z,9.1,6.7,8.0,35,184,s.o.,s.o.
17588,2014,MINI,Cooper S Paceman ALL4,Compacte,1.6,4,A6,Z,10.0,7.8,9.0,31,207,s.o.,s.o.
17589,2014,MINI,Cooper S Paceman ALL4,Compacte,1.6,4,M6,Z,9.3,7.5,8.5,33,196,s.o.,s.o.
17590,2014,MINI,Cooper S Roadster,Deux places,1.6,4,A6,Z,9.3,7.0,8.3,34,191,s.o.,s.o.
17591,2014,MINI,Cooper S Roadster,Deux places,1.6,4,M6,Z,9.1,6.7,8.0,35,184,s.o.,s.o.
17592,2014,MINI,John Cooper Works Clubman,Sous-compacte,1.6,4,A6,Z,9.3,7.0,8.3,34,191,s.o.,s.o.
17593,2014,MINI,John Cooper Works Clubman,Sous-compacte,1.6,4,M6,Z,9.1,6.7,8.0,35,184,s.o.,s.o.
17594,2014,MINI,John Cooper Works Convertible,Minicompacte,1.6,4,A6,Z,9.3,7.0,8.3,34,191,s.o.,s.o.
17595,2014,MINI,John Cooper Works Convertible,Minicompacte,1.6,4,M6,Z,9.1,6.7,8.0,35,184,s.o.,s.o.
17596,2014,MINI,John Cooper Works Countryman ALL4,Compacte,1.6,4,A6,Z,10.0,7.8,9.0,31,207,s.o.,s.o.
17597,2014,MINI,John Cooper Works Countryman ALL4,Compacte,1.6,4,M6,Z,9.3,7.5,8.5,33,196,s.o.,s.o.
17598,2014,MINI,John Cooper Works Coupe,Deux places,1.6,4,A6,Z,9.3,7.0,8.3,34,191,s.o.,s.o.
17599,2014,MINI,John Cooper Works Coupe,Deux places,1.6,4,M6,Z,9.1,6.7,8.0,35,184,s.o.,s.o.
17600,2014,MINI,John Cooper Works Paceman ALL4,Compacte,1.6,4,A6,Z,10.0,7.8,9.0,31,207,s.o.,s.o.
17601,2014,MINI,John Cooper Works Paceman ALL4,Compacte,1.6,4,M6,Z,9.3,7.5,8.5,33,196,s.o.,s.o.
17602,2014,MINI,John Cooper Works Roadster,Deux places,1.6,4,A6,Z,9.3,7.0,8.3,34,191,s.o.,s.o.
17603,2014,MINI,John Cooper Works Roadster,Deux places,1.6,4,M6,Z,9.1,6.7,8.0,35,184,s.o.,s.o.
17604,2014,Mitsubishi,Lancer,Compacte,2.0,4,AV,X,9.2,7.0,8.2,34,189,s.o.,s.o.
17605,2014,Mitsubishi,Lancer,Compacte,2.0,4,M5,X,9.6,6.8,8.3,34,191,s.o.,s.o.
17606,2014,Mitsubishi,Lancer AWD,Compacte,2.4,4,AV,X,10.5,8.2,9.5,30,218,s.o.,s.o.
17607,2014,Mitsubishi,Lancer Evolution,Compacte,2.0,4,AM6,Z,14.2,10.5,12.5,23,288,s.o.,s.o.
17608,2014,Mitsubishi,Lancer Evolution,Compacte,2.0,4,M5,Z,14.0,10.3,12.3,23,283,s.o.,s.o.
17609,2014,Mitsubishi,Lancer Ralliart,Compacte,2.0,4,AM6,Z,13.4,9.4,11.6,24,267,s.o.,s.o.
17610,2014,Mitsubishi,Lancer Sportback,Familiale : petite,2.0,4,AV,X,9.6,7.3,8.6,33,198,s.o.,s.o.
17611,2014,Mitsubishi,Lancer Sportback,Familiale : petite,2.0,4,M5,X,9.8,7.1,8.6,33,198,s.o.,s.o.
17612,2014,Mitsubishi,Mirage,Compacte,1.2,3,AV,X,6.4,5.4,6.0,47,138,s.o.,s.o.
17613,2014,Mitsubishi,Mirage,Compacte,1.2,3,M5,X,7.0,5.6,6.4,44,147,s.o.,s.o.
17614,2014,Mitsubishi,Outlander,Véhicule utilitaire sport : petit,2.4,4,AV,X,9.5,7.5,8.6,33,198,s.o.,s.o.
17615,2014,Mitsubishi,Outlander 4WD,Véhicule utilitaire sport : petit,2.4,4,AV,X,9.9,8.1,9.1,31,209,s.o.,s.o.
17616,2014,Mitsubishi,Outlander 4WD,Véhicule utilitaire sport : petit,3.0,6,AS6,Z,11.5,8.5,10.2,28,235,s.o.,s.o.
17617,2014,Mitsubishi,RVR,Véhicule utilitaire sport : petit,2.0,4,AV,X,9.6,7.6,8.7,32,200,s.o.,s.o.
17618,2014,Mitsubishi,RVR,Véhicule utilitaire sport : petit,2.0,4,M5,X,9.9,7.5,8.8,32,202,s.o.,s.o.
17619,2014,Mitsubishi,RVR 4WD,Véhicule utilitaire sport : petit,2.0,4,AV,X,9.8,8.0,9.0,31,207,s.o.,s.o.
17620,2014,Nissan,370Z,Deux places,3.7,6,AS7,Z,12.6,9.1,11.0,26,253,s.o.,s.o.
17621,2014,Nissan,370Z,Deux places,3.7,6,M6,Z,13.3,9.3,11.5,25,264,s.o.,s.o.
17622,2014,Nissan,370Z Roadster,Deux places,3.7,6,AS7,Z,13.0,9.5,11.4,25,262,s.o.,s.o.
17623,2014,Nissan,370Z Roadster,Deux places,3.7,6,M6,Z,13.5,9.6,11.7,24,269,s.o.,s.o.
17624,2014,Nissan,Altima,Intermédiaire,2.5,4,AV,X,8.7,6.2,7.6,37,175,s.o.,s.o.
17625,2014,Nissan,Altima,Intermédiaire,3.5,6,AV,X,10.8,7.4,9.3,30,214,s.o.,s.o.
17626,2014,Nissan,Armada 4WD,Véhicule utilitaire sport : ordinaire,5.6,8,A5,X,19.1,13.4,16.5,17,380,s.o.,s.o.
17627,2014,Nissan,Frontier,Camionnette : petite,2.5,4,A5,X,13.7,10.6,12.3,23,283,s.o.,s.o.
17628,2014,Nissan,Frontier,Camionnette : petite,2.5,4,M5,X,12.2,10.2,11.3,25,260,s.o.,s.o.
17629,2014,Nissan,Frontier,Camionnette : petite,4.0,6,A5,X,14.7,10.2,12.7,22,292,s.o.,s.o.
17630,2014,Nissan,Frontier 4WD,Camionnette : petite,4.0,6,A5,X,15.7,11.2,13.7,21,315,s.o.,s.o.
17631,2014,Nissan,Frontier 4WD,Camionnette : petite,4.0,6,M6,X,14.8,11.0,13.1,22,301,s.o.,s.o.
17632,2014,Nissan,GT-R,Sous-compacte,3.8,6,AM6,Z,14.5,10.9,12.9,22,297,s.o.,s.o.
17633,2014,Nissan,Juke,Familiale : petite,1.6,4,AV,Z,8.7,7.3,8.1,35,186,s.o.,s.o.
17634,2014,Nissan,Juke,Familiale : petite,1.6,4,M6,Z,9.5,7.6,8.6,33,198,s.o.,s.o.
17635,2014,Nissan,Juke AWD,Familiale : petite,1.6,4,AV,Z,9.3,7.9,8.7,32,200,s.o.,s.o.
17636,2014,Nissan,Maxima,Intermédiaire,3.5,6,AV,Z,12.3,9.1,10.9,26,251,s.o.,s.o.
17637,2014,Nissan,Murano AWD,Véhicule utilitaire sport : petit,3.5,6,AV,X,13.2,10.1,11.8,24,271,s.o.,s.o.
17638,2014,Nissan,NV200 Cargo Van,Véhicule à usage spécial,2.0,4,AV,X,10.0,8.5,9.3,30,214,s.o.,s.o.
17639,2014,Nissan,Pathfinder,Véhicule utilitaire sport : petit,3.5,6,AV,X,12.0,8.9,10.6,27,244,s.o.,s.o.
17640,2014,Nissan,Pathfinder 4WD,Véhicule utilitaire sport : petit,3.5,6,AV,X,12.3,9.3,11.0,26,253,s.o.,s.o.
17641,2014,Nissan,Pathfinder Hybrid 4WD,Véhicule utilitaire sport : ordinaire,2.5,4,AV,X,9.1,8.5,8.8,32,202,s.o.,s.o.
17642,2014,Nissan,Quest,Fourgonnette,3.5,6,AV,X,12.5,9.5,11.1,25,255,s.o.,s.o.
17643,2014,Nissan,Rogue,Véhicule utilitaire sport : petit,2.5,4,AV,X,9.2,7.2,8.3,34,191,s.o.,s.o.
17644,2014,Nissan,Rogue AWD,Véhicule utilitaire sport : petit,2.5,4,AV,X,9.5,7.4,8.6,33,198,s.o.,s.o.
17645,2014,Nissan,Sentra,Intermédiaire,1.8,4,AV,X,7.8,6.0,7.0,40,161,s.o.,s.o.
17646,2014,Nissan,Sentra,Intermédiaire,1.8,4,M6,X,8.7,6.6,7.8,36,179,s.o.,s.o.
17647,2014,Nissan,Titan,Camionnette : ordinaire,5.6,8,A5,X,17.9,12.8,15.6,18,359,s.o.,s.o.
17648,2014,Nissan,Titan 4WD,Camionnette : ordinaire,5.6,8,A5,X,19.7,14.3,17.3,16,398,s.o.,s.o.
17649,2014,Nissan,Versa,Compacte,1.6,4,AV,X,7.2,5.8,6.6,43,152,s.o.,s.o.
17650,2014,Nissan,Versa,Compacte,1.6,4,M5,X,8.6,6.5,7.7,37,177,s.o.,s.o.
17651,2014,Nissan,Xterra 4WD,Véhicule utilitaire sport : petit,4.0,6,A5,X,16.1,11.9,14.2,20,327,s.o.,s.o.
17652,2014,Nissan,Xterra 4WD,Véhicule utilitaire sport : petit,4.0,6,M6,X,15.2,11.9,13.7,21,315,s.o.,s.o.
17653,2014,Porsche,911 Carrera,Minicompacte,3.4,6,AM7,Z,11.6,8.3,10.1,28,232,s.o.,s.o.
17654,2014,Porsche,911 Carrera,Minicompacte,3.4,6,M7,Z,12.5,8.6,10.7,26,246,s.o.,s.o.
17655,2014,Porsche,911 Carrera 4,Minicompacte,3.4,6,AM7,Z,11.8,8.5,10.3,27,237,s.o.,s.o.
17656,2014,Porsche,911 Carrera 4,Minicompacte,3.4,6,M7,Z,12.4,8.6,10.7,26,246,s.o.,s.o.
17657,2014,Porsche,911 Carrera Cabriolet,Minicompacte,3.4,6,AM7,Z,11.6,8.3,10.1,28,232,s.o.,s.o.
17658,2014,Porsche,911 Carrera Cabriolet,Minicompacte,3.4,6,M7,Z,12.4,8.6,10.7,26,246,s.o.,s.o.
17659,2014,Porsche,911 Carrera 4 Cabriolet,Minicompacte,3.4,6,AM7,Z,12.0,8.7,10.5,27,242,s.o.,s.o.
17660,2014,Porsche,911 Carrera 4 Cabriolet,Minicompacte,3.4,6,M7,Z,12.6,9.0,11.0,26,253,s.o.,s.o.
17661,2014,Porsche,911 Carrera S,Minicompacte,3.8,6,AM7,Z,12.1,8.7,10.6,27,244,s.o.,s.o.
17662,2014,Porsche,911 Carrera S,Minicompacte,3.8,6,M7,Z,12.6,8.6,10.8,26,248,s.o.,s.o.
17663,2014,Porsche,911 Carrera 4S,Minicompacte,3.8,6,AM7,Z,12.3,8.9,10.8,26,248,s.o.,s.o.
17664,2014,Porsche,911 Carrera 4S,Minicompacte,3.8,6,M7,Z,12.8,8.9,11.0,26,253,s.o.,s.o.
17665,2014,Porsche,911 Carrera S Cabriolet,Minicompacte,3.8,6,AM7,Z,12.4,8.7,10.7,26,246,s.o.,s.o.
17666,2014,Porsche,911 Carrera S Cabriolet,Minicompacte,3.8,6,M7,Z,12.6,8.8,10.9,26,251,s.o.,s.o.
17667,2014,Porsche,911 Carrera 4S Cabriolet,Minicompacte,3.8,6,AM7,Z,12.7,9.0,11.0,26,253,s.o.,s.o.
17668,2014,Porsche,911 Carrera 4S Cabriolet,Minicompacte,3.8,6,M7,Z,12.9,9.1,11.2,25,258,s.o.,s.o.
17669,2014,Porsche,911 GT3,Deux places,3.8,6,AM7,Z,16.0,11.5,14.0,20,322,s.o.,s.o.
